n,average
201,1007.77
202,1010.31
203,1007.69
204,1007.65
205,1010.15
206,1007.58
207,1005.03
208,1005
209,1002.49
210,1000
211,997.537
212,1000
213,997.561
214,995.146
215,997.585
216,997.596
217,995.215
218,995.238
219,997.63
220,995.283
221,995.305
222,995.327
223,993.023
224,990.741
225,988.479
226,986.239
227,995.413
228,993.151
229,990.909
230,988.688
231,986.486
232,984.305
233,982.143
234,980
235,977.876
236,975.771
237,973.684
238,973.799
239,976.087
240,974.026
241,971.983
242,969.957
243,970.085
244,974.468
245,972.458
246,970.464
247,970.588
248,968.619
249,966.667
250,964.73
251,966.942
252,965.021
253,963.115
254,961.224
255,961.382
256,961.538
257,961.694
258,963.855
259,966
260,964.143
261,964.286
262,964.427
263,962.598
264,962.745
265,964.844
266,972.656
267,970.817
268,972.868
269,971.042
270,969.231
271,969.349
272,967.557
273,965.779
274,965.909
275,964.151
276,962.406
277,960.674
278,968.165
279,966.418
280,966.543
281,966.667
282,970.48
283,968.75
284,968.864
285,970.803
286,969.091
287,967.391
288,965.704
289,964.029
290,965.95
291,964.286
292,962.633
293,964.539
294,964.664
295,963.028
296,963.158
297,965.035
298,963.415
299,961.806
300,965.398
301,968.966
302,972.509
303,970.89
304,970.99
305,971.088
306,974.576
307,972.973
308,973.064
309,973.154
310,971.572
311,973.333
312,973.422
313,971.854
314,975.248
315,973.684
316,973.77
317,972.222
318,970.684
319,969.156
320,969.256
321,967.742
322,967.846
323,969.551
324,969.649
325,968.153
326,966.667
327,965.19
328,963.722
329,962.264
330,960.815
331,960.938
332,961.059
333,959.627
334,958.204
335,958.333
336,961.538
337,961.656
338,961.774
339,964.939
340,966.565
341,968.182
342,968.278
343,966.867
344,965.465
345,965.569
346,964.179
347,962.798
348,961.424
349,963.018
350,963.127
351,961.765
352,963.343
353,963.45
354,962.099
355,960.756
356,959.42
357,958.092
358,956.772
359,956.897
360,957.02
361,957.143
362,955.84
363,954.545
364,953.258
365,953.39
366,952.113
367,952.247
368,952.381
369,951.117
370,949.861
371,948.611
372,947.368
373,948.895
374,949.036
375,947.802
376,946.575
377,946.721
378,945.504
379,945.652
380,944.444
381,945.946
382,951.351
383,956.757
384,955.526
385,955.645
386,954.424
387,954.545
388,953.333
389,952.128
390,954.907
391,956.349
392,955.145
393,953.947
394,954.068
395,955.497
396,955.614
397,955.729
398,954.545
399,955.959
400,954.78
401,954.897
402,953.728
403,958.869
404,960.256
405,960.358
406,965.473
407,964.286
408,964.377
409,964.467
410,963.291
411,964.646
412,963.476
413,962.312
414,961.153
415,960
416,958.853
417,961.443
418,960.298
419,959.158
420,958.025
421,956.897
422,955.774
423,955.882
424,957.213
425,956.098
426,956.204
427,957.524
428,956.416
429,955.314
430,954.217
431,955.529
432,954.436
433,953.349
434,953.461
435,952.381
436,951.306
437,951.422
438,951.537
439,951.651
440,950.588
441,949.531
442,951.991
443,950.935
444,951.049
445,950
446,952.436
447,951.389
448,950.346
449,950.461
450,950.575
451,950.688
452,949.657
453,949.772
454,949.886
455,948.864
456,947.846
457,946.833
458,946.953
459,951.467
460,953.829
461,952.809
462,951.794
463,950.783
464,950.893
465,949.889
466,950
467,952.328
468,951.327
469,950.331
470,950.441
471,954.846
472,953.846
473,955.044
474,954.048
475,954.148
476,958.515
477,957.516
478,956.522
479,956.616
480,955.628
481,955.724
482,956.897
483,955.914
484,954.936
485,957.173
486,958.333
487,957.356
488,956.383
489,955.414
490,956.568
491,955.603
492,955.696
493,959.916
494,958.947
495,959.034
496,960.168
497,962.343
498,962.422
499,961.458
500,960.499
501,960.581
502,959.627
503,959.711
504,958.763
505,958.848
506,957.906
507,960.041
508,960.123
509,959.184
510,959.267
511,958.333
512,957.404
513,956.478
514,960.526
515,959.596
516,958.669
517,957.746
518,957.831
519,956.914
520,958
521,957.086
522,956.175
523,956.262
524,955.357
525,954.455
526,955.534
527,954.635
528,953.74
529,954.813
530,955.882
531,955.969
532,957.031
533,956.14
534,955.253
535,955.34
536,954.457
537,956.48
538,955.598
539,954.721
540,954.808
541,956.814
542,960.653
543,959.77
544,960.803
545,959.924
546,959.048
547,960.076
548,959.203
549,958.333
550,958.412
551,960.377
552,960.452
553,960.526
554,961.538
555,962.547
556,961.682
557,961.754
558,960.894
559,960.967
560,960.111
561,959.259
562,961.183
563,960.332
564,959.484
565,958.64
566,957.798
567,956.96
568,956.124
569,955.292
570,954.463
571,954.545
572,953.721
573,952.899
574,953.888
575,953.069
576,953.153
577,954.137
578,953.321
579,954.301
580,956.172
581,957.143
582,956.328
583,955.516
584,955.595
585,954.787
586,953.982
587,953.18
588,953.263
589,953.345
590,952.548
591,952.632
592,951.839
593,955.342
594,954.545
595,954.625
596,953.833
597,955.652
598,954.861
599,954.939
600,954.152
601,953.368
602,952.586
603,951.807
604,951.031
605,950.257
606,950.342
607,950.427
608,949.659
609,953.072
610,953.152
611,953.231
612,956.633
613,955.857
614,955.932
615,955.161
616,958.545
617,957.77
618,956.998
619,956.229
620,956.303
621,957.215
622,956.449
623,955.686
624,954.925
625,958.264
626,957.5
627,956.739
628,955.98
629,955.224
630,954.47
631,954.545
632,953.795
633,953.048
634,952.303
635,955.592
636,955.665
637,954.918
638,954.173
639,954.248
640,953.507
641,952.769
642,952.033
643,951.299
644,950.567
645,949.838
646,950.727
647,950
648,950.081
649,950.161
650,950.241
651,950.321
652,951.2
653,950.479
654,949.761
655,951.433
656,950.715
657,950.794
658,950.079
659,949.367
660,948.657
661,947.95
662,949.606
663,951.258
664,952.904
665,953.762
666,953.052
667,952.344
668,952.418
669,951.713
670,951.788
671,951.087
672,950.388
673,951.238
674,952.859
675,952.932
676,952.234
677,953.077
678,953.149
679,953.988
680,953.292
681,954.128
682,954.198
683,954.268
684,953.577
685,956.621
686,955.927
687,955.235
688,954.545
689,953.858
690,953.172
691,952.489
692,952.56
693,953.383
694,953.453
695,954.273
696,954.341
697,955.157
698,954.478
699,953.8
700,953.869
701,953.938
702,955.49
703,954.815
704,957.778
705,957.101
706,956.425
707,955.752
708,955.817
709,955.147
710,954.479
711,954.545
712,953.88
713,953.216
714,954.745
715,954.81
716,955.604
717,954.942
718,954.282
719,953.623
720,952.967
721,953.035
722,952.381
723,951.729
724,951.079
725,950.431
726,949.785
727,952.654
728,952.722
729,952.074
730,951.429
731,950.785
732,950.142
733,949.502
734,948.864
735,948.227
736,949.717
737,949.081
738,949.153
739,949.224
740,948.592
741,947.961
742,948.034
743,948.107
744,948.179
745,947.552
746,946.927
747,946.304
748,946.379
749,946.453
750,946.528
751,947.989
752,947.368
753,946.75
754,946.133
755,945.517
756,946.97
757,947.73
758,947.115
759,946.502
760,945.89
761,947.332
762,950.068
763,949.454
764,948.84
765,948.229
766,949.66
767,949.728
768,949.118
769,949.864
770,949.256
771,950
772,950.067
773,949.461
774,948.856
775,948.253
776,947.651
777,947.051
778,946.452
779,945.856
780,945.26
781,944.667
782,944.075
783,944.814
784,944.223
785,944.297
786,943.709
787,943.783
788,943.197
789,942.612
790,942.029
791,941.447
792,944.079
793,944.152
794,943.57
795,942.988
796,943.063
797,943.137
798,943.211
799,943.286
800,943.359
801,942.783
802,942.857
803,942.283
804,941.71
805,942.432
806,941.86
807,941.935
808,941.366
809,941.441
810,944.015
811,943.445
812,944.801
813,944.231
814,944.942
815,944.373
816,944.444
817,943.878
818,943.312
819,943.384
820,944.727
821,944.162
822,943.599
823,943.038
824,943.11
825,943.182
826,942.623
827,942.695
828,942.767
829,942.211
830,944.724
831,944.793
832,944.236
833,943.68
834,946.183
835,946.875
836,946.317
837,945.761
838,945.205
839,944.652
840,944.099
841,944.169
842,943.618
843,943.069
844,942.522
845,943.21
846,945.679
847,945.746
848,946.429
849,945.879
850,945.332
851,944.785
852,944.24
853,944.308
854,944.988
855,945.055
856,944.512
857,946.951
858,947.016
859,946.472
860,947.145
861,946.602
862,946.667
863,946.731
864,946.191
865,945.652
866,945.115
867,944.578
868,946.988
869,947.653
870,947.115
871,947.779
872,947.842
873,947.904
874,947.368
875,947.431
876,946.897
877,946.961
878,946.429
879,947.681
880,947.15
881,946.619
882,946.682
883,946.154
884,945.626
885,945.691
886,945.165
887,945.819
888,945.294
889,947.647
890,947.709
891,947.77
892,947.245
893,949.59
894,949.649
895,949.708
896,949.766
897,950.408
898,949.883
899,949.942
900,949.419
901,949.477
902,949.536
903,949.015
904,949.653
905,951.968
906,951.445
907,951.501
908,950.98
909,951.037
910,950.518
911,950.575
912,950.057
913,950.115
914,951.317
915,951.373
916,950.857
917,950.913
918,950.399
919,950.456
920,949.943
921,949.432
922,948.922
923,948.413
924,947.905
925,947.964
926,948.023
927,948.081
928,948.703
929,948.198
930,948.256
931,947.753
932,948.373
933,948.991
934,948.488
935,949.105
936,949.162
937,948.661
938,948.718
939,948.218
940,947.72
941,947.222
942,947.281
943,949.501
944,949.557
945,949.059
946,948.562
947,948.619
948,948.675
949,949.283
950,948.789
951,948.295
952,948.352
953,947.859
954,947.368
955,948.521
956,948.031
957,950.219
958,950.82
959,951.419
960,951.472
961,950.98
962,951.034
963,950.543
964,950.054
965,949.566
966,949.079
967,948.593
968,948.108
969,947.624
970,947.141
971,947.198
972,946.717
973,946.774
974,946.294
975,945.815
976,947.961
977,947.481
978,948.073
979,947.594
980,947.115
981,946.638
982,946.162
983,945.687
984,945.213
985,945.271
986,947.396
987,946.921
988,946.448
989,945.975
990,945.503
991,946.089
992,947.202
993,947.257
994,947.84
995,947.368
996,946.898
997,946.429
998,947.009
999,947.065
1000,946.597
1001,948.691
1002,948.745
1003,949.321
1004,948.852
1005,948.905
1006,948.438
1007,947.971
1008,947.505
1009,947.04
1010,948.133
1011,947.668
1012,947.723
1013,948.294
1014,948.864
1015,949.432
1016,948.969
1017,949.537
1018,950.617
1019,950.154
1020,950.205
1021,949.744
1022,949.283
1023,950.358
1024,950.409
1025,950.46
1026,950
1027,949.541
1028,949.084
1029,948.627
1030,948.679
1031,948.731
1032,948.783
1033,948.835
1034,950.861
1035,951.417
1036,950.961
1037,951.01
1038,950.555
1039,950.101
1040,950.151
1041,950.704
1042,951.256
1043,951.807
1044,951.354
1045,951.403
1046,953.407
1047,954.454
1048,954.5
1049,954.046
1050,954.092
1051,953.639
1052,954.183
1053,954.726
1054,954.274
1055,953.823
1056,954.365
1057,955.401
1058,955.941
1059,955.49
1060,955.534
1061,955.577
1062,955.128
1063,954.68
1064,954.232
1065,953.786
1066,953.34
1067,953.386
1068,952.941
1069,952.498
1070,952.544
1071,952.59
1072,952.148
1073,952.195
1074,954.146
1075,953.704
1076,954.236
1077,955.253
1078,955.782
1079,955.34
1080,955.383
1081,955.426
1082,955.954
1083,957.89
1084,957.447
1085,957.005
1086,957.046
1087,958.052
1088,957.611
1089,957.17
1090,957.212
1091,957.253
1092,956.814
1093,956.855
1094,956.897
1095,956.459
1096,956.979
1097,957.498
1098,957.538
1099,957.579
1100,957.619
1101,958.135
1102,957.7
1103,957.265
1104,959.164
1105,959.203
1106,959.242
1107,958.807
1108,958.373
1109,958.885
1110,958.451
1111,958.491
1112,958.53
1113,959.04
1114,960.923
1115,961.9
1116,961.936
1117,961.502
1118,961.538
1119,961.106
1120,960.674
1121,960.711
1122,960.28
1123,959.851
1124,959.422
1125,958.993
1126,959.497
1127,959.07
1128,958.643
1129,958.217
1130,958.256
1131,960.111
1132,960.148
1133,959.722
1134,959.759
1135,959.797
1136,959.834
1137,959.871
1138,959.908
1139,960.866
1140,960.442
1141,960.938
1142,960.514
1143,960.092
1144,961.045
1145,960.623
1146,960.659
1147,960.695
1148,960.731
1149,960.766
1150,960.346
1151,960.383
1152,959.964
1153,960.909
1154,961.399
1155,961.887
1156,961.469
1157,961.051
1158,961.086
1159,961.121
1160,960.705
1161,960.289
1162,961.226
1163,960.811
1164,960.846
1165,960.881
1166,961.815
1167,961.849
1168,961.435
1169,961.022
1170,960.609
1171,960.644
1172,960.232
1173,961.161
1174,960.749
1175,960.784
1176,960.374
1177,960.854
1178,960.889
1179,960.924
1180,960.515
1181,960.106
1182,960.142
1183,960.177
1184,959.77
1185,960.247
1186,959.841
1187,959.877
1188,959.912
1189,960.387
1190,959.982
1191,959.578
1192,959.614
1193,959.649
1194,959.246
1195,959.282
1196,958.88
1197,958.479
1198,958.515
1199,958.988
1200,959.459
1201,959.495
1202,959.53
1203,959.565
1204,961.304
1205,960.904
1206,960.938
1207,960.538
1208,960.572
1209,960.173
1210,960.64
1211,962.37
1212,961.971
1213,961.572
1214,961.173
1215,962.069
1216,962.102
1217,962.134
1218,961.737
1219,961.77
1220,961.373
1221,960.978
1222,961.011
1223,960.616
1224,960.222
1225,959.829
1226,959.436
1227,960.324
1228,960.784
1229,960.392
1230,962.095
1231,961.702
1232,961.31
1233,960.918
1234,960.526
1235,960.56
1236,962.256
1237,961.864
1238,962.743
1239,962.775
1240,962.384
1241,961.993
1242,961.603
1243,961.636
1244,961.247
1245,961.7
1246,962.153
1247,962.185
1248,962.217
1249,962.668
1250,962.28
1251,961.893
1252,961.506
1253,961.538
1254,961.153
1255,962.824
1256,964.495
1257,964.942
1258,966.611
1259,966.222
1260,966.25
1261,965.862
1262,965.474
1263,965.503
1264,965.532
1265,965.56
1266,965.174
1267,964.789
1268,964.404
1269,964.433
1270,966.088
1271,966.529
1272,966.144
1273,966.172
1274,965.787
1275,965.404
1276,965.021
1277,965.049
1278,965.078
1279,965.107
1280,965.135
1281,965.164
1282,964.783
1283,964.403
1284,964.023
1285,964.052
1286,964.082
1287,964.927
1288,965.77
1289,965.391
1290,965.419
1291,965.041
1292,964.663
1293,964.286
1294,964.72
1295,964.344
1296,964.777
1297,964.401
1298,964.43
1299,964.863
1300,964.891
1301,964.516
1302,964.948
1303,965.378
1304,965.004
1305,965.032
1306,966.64
1307,966.667
1308,966.292
1309,965.918
1310,966.747
1311,966.373
1312,966
1313,965.627
1314,965.256
1315,964.884
1316,964.912
1317,964.542
1318,964.57
1319,965.394
1320,965.024
1321,965.052
1322,964.683
1323,964.314
1324,964.342
1325,963.975
1326,963.608
1327,964.427
1328,964.85
1329,965.272
1330,966.088
1331,965.721
1332,965.354
1333,964.988
1334,965.016
1335,966.588
1336,966.222
1337,965.856
1338,967.425
1339,967.843
1340,968.652
1341,968.285
1342,967.919
1343,967.944
1344,967.578
1345,967.213
1346,967.239
1347,966.875
1348,966.9
1349,966.926
1350,966.563
1351,966.2
1352,965.839
1353,966.253
1354,965.891
1355,966.692
1356,966.331
1357,965.971
1358,965.611
1359,965.251
1360,964.892
1361,965.305
1362,964.946
1363,964.588
1364,964.231
1365,963.874
1366,963.518
1367,964.313
1368,963.957
1369,963.985
1370,964.012
1371,963.657
1372,964.067
1373,963.713
1374,964.122
1375,963.768
1376,963.415
1377,963.823
1378,964.612
1379,964.259
1380,963.906
1381,964.313
1382,964.34
1383,963.988
1384,963.636
1385,963.664
1386,963.691
1387,963.341
1388,963.746
1389,963.396
1390,963.047
1391,962.698
1392,964.205
1393,964.985
1394,965.011
1395,964.662
1396,966.165
1397,966.191
1398,966.592
1399,966.242
1400,966.267
1401,967.766
1402,967.79
1403,967.814
1404,967.838
1405,968.236
1406,968.633
1407,968.657
1408,969.053
1409,968.703
1410,968.354
1411,968.006
1412,968.03
1413,967.682
1414,967.706
1415,967.359
1416,967.013
1417,967.037
1418,967.061
1419,966.716
1420,966.741
1421,966.396
1422,966.421
1423,966.077
1424,965.733
1425,965.758
1426,965.416
1427,965.074
1428,964.732
1429,964.391
1430,965.859
1431,966.251
1432,966.276
1433,965.934
1434,966.691
1435,966.715
1436,966.74
1437,966.399
1438,966.423
1439,966.083
1440,965.743
1441,966.133
1442,966.521
1443,966.182
1444,966.206
1445,965.868
1446,965.893
1447,965.917
1448,965.942
1449,965.605
1450,965.268
1451,965.293
1452,965.679
1453,965.704
1454,965.368
1455,965.393
1456,965.058
1457,965.083
1458,964.748
1459,964.414
1460,964.08
1461,963.747
1462,963.415
1463,963.082
1464,963.467
1465,963.135
1466,963.519
1467,963.545
1468,964.975
1469,965.357
1470,966.096
1471,965.763
1472,965.431
1473,965.456
1474,965.48
1475,965.505
1476,965.174
1477,964.844
1478,964.514
1479,965.248
1480,964.918
1481,964.943
1482,965.322
1483,966.054
1484,965.724
1485,965.749
1486,966.478
1487,966.15
1488,965.821
1489,965.493
1490,965.165
1491,965.541
1492,965.566
1493,965.239
1494,965.614
1495,965.288
1496,964.961
1497,964.636
1498,964.661
1499,964.685
1500,964.361
1501,965.084
1502,964.759
1503,966.155
1504,965.83
1505,965.505
1506,965.529
1507,965.205
1508,964.882
1509,964.559
1510,965.278
1511,965.996
1512,965.673
1513,965.35
1514,965.72
1515,965.398
1516,965.422
1517,965.1
1518,965.124
1519,964.803
1520,966.184
1521,965.862
1522,965.541
1523,966.253
1524,965.933
1525,965.612
1526,966.988
1527,967.01
1528,966.69
1529,966.712
1530,967.078
1531,967.101
1532,967.123
1533,966.804
1534,966.484
1535,966.165
1536,965.847
1537,965.87
1538,965.553
1539,965.235
1540,965.259
1541,964.942
1542,964.626
1543,964.31
1544,964.334
1545,964.358
1546,964.043
1547,963.729
1548,963.415
1549,963.101
1550,963.126
1551,963.489
1552,963.176
1553,963.201
1554,962.888
1555,962.576
1556,963.924
1557,964.286
1558,964.31
1559,964.67
1560,965.03
1561,965.054
1562,964.741
1563,964.43
1564,964.118
1565,964.142
1566,963.831
1567,963.855
1568,963.545
1569,963.235
1570,963.594
1571,963.618
1572,963.309
1573,963.333
1574,963.025
1575,962.716
1576,964.048
1577,963.739
1578,963.431
1579,963.123
1580,964.452
1581,964.475
1582,964.167
1583,963.859
1584,963.883
1585,963.576
1586,963.931
1587,963.624
1588,963.979
1589,963.672
1590,964.993
1591,966.314
1592,966.007
1593,965.699
1594,965.722
1595,965.415
1596,965.109
1597,964.803
1598,965.155
1599,965.506
1600,965.2
1601,965.551
1602,965.574
1603,965.269
1604,964.964
1605,965.641
1606,965.664
1607,965.359
1608,965.382
1609,965.078
1610,964.775
1611,964.472
1612,964.821
1613,966.124
1614,965.82
1615,965.517
1616,966.818
1617,966.515
1618,966.212
1619,966.883
1620,967.229
1621,966.926
1622,966.948
1623,966.645
1624,966.667
1625,966.365
1626,966.387
1627,967.679
1628,967.377
1629,967.076
1630,966.774
1631,966.796
1632,967.139
1633,968.428
1634,968.126
1635,968.147
1636,967.846
1637,968.188
1638,967.887
1639,967.587
1640,967.287
1641,966.987
1642,967.649
1643,967.99
1644,967.69
1645,967.391
1646,967.732
1647,967.433
1648,967.454
1649,967.474
1650,967.177
1651,966.879
1652,966.582
1653,966.285
1654,966.306
1655,966.328
1656,966.032
1657,966.688
1658,966.709
1659,967.047
1660,966.751
1661,966.456
1662,966.161
1663,965.866
1664,965.572
1665,965.278
1666,964.984
1667,965.006
1668,965.343
1669,965.68
1670,965.387
1671,965.409
1672,965.745
1673,965.452
1674,965.16
1675,965.182
1676,964.89
1677,965.539
1678,965.247
1679,964.956
1680,964.978
1681,964.688
1682,964.397
1683,964.419
1684,964.754
1685,964.776
1686,964.486
1687,964.508
1688,964.219
1689,964.552
1690,964.574
1691,964.286
1692,964.308
1693,964.02
1694,964.042
1695,965.282
1696,965.304
1697,965.635
1698,965.656
1699,965.368
1700,965.389
1701,966.028
1702,966.049
1703,965.762
1704,965.475
1705,965.496
1706,965.209
1707,964.923
1708,964.637
1709,964.352
1710,964.066
1711,963.781
1712,964.11
1713,964.132
1714,963.848
1715,963.564
1716,963.892
1717,963.609
1718,963.325
1719,963.042
1720,962.759
1721,962.477
1722,962.5
1723,962.523
1724,962.241
1725,961.96
1726,961.679
1727,961.398
1728,961.422
1729,961.445
1730,962.659
1731,963.874
1732,964.199
1733,963.918
1734,963.636
1735,963.356
1736,963.075
1737,963.097
1738,962.817
1739,962.538
1740,962.258
1741,963.466
1742,963.186
1743,962.907
1744,962.628
1745,962.349
1746,962.071
1747,962.094
1748,961.816
1749,962.44
1750,962.162
1751,961.885
1752,961.908
1753,961.631
1754,961.354
1755,961.078
1756,961.101
1757,960.825
1758,961.148
1759,960.872
1760,962.067
1761,962.09
1762,962.411
1763,962.135
1764,962.753
1765,962.478
1766,962.202
1767,961.927
1768,962.545
1769,962.27
1770,962.589
1771,962.611
1772,962.633
1773,962.359
1774,962.085
1775,961.812
1776,961.538
1777,961.266
1778,961.288
1779,961.016
1780,961.039
1781,961.062
1782,960.79
1783,960.813
1784,960.542
1785,960.271
1786,960
1787,960.024
1788,959.753
1789,959.483
1790,959.214
1791,958.944
1792,958.675
1793,958.699
1794,958.431
1795,958.163
1796,958.187
1797,958.212
1798,958.528
1799,958.552
1800,959.16
1801,959.184
1802,958.916
1803,958.649
1804,958.382
1805,958.406
1806,958.14
1807,958.164
1808,957.898
1809,958.212
1810,957.947
1811,957.971
1812,957.706
1813,957.441
1814,957.465
1815,957.201
1816,957.803
1817,957.539
1818,957.275
1819,958.43
1820,958.165
1821,957.901
1822,957.637
1823,958.79
1824,958.525
1825,958.261
1826,959.413
1827,959.148
1828,959.747
1829,959.483
1830,960.632
1831,960.942
1832,960.677
1833,960.7
1834,961.296
1835,961.032
1836,961.054
1837,960.79
1838,960.812
1839,960.549
1840,960.571
1841,960.879
1842,960.616
1843,960.354
1844,960.661
1845,960.684
1846,960.706
1847,960.444
1848,960.182
1849,959.92
1850,959.659
1851,959.398
1852,959.137
1853,959.161
1854,958.9
1855,959.207
1856,958.947
1857,958.687
1858,958.428
1859,958.734
1860,958.757
1861,958.498
1862,958.521
1863,958.263
1864,958.005
1865,958.31
1866,958.052
1867,958.357
1868,958.38
1869,958.123
1870,957.865
1871,958.17
1872,957.912
1873,958.216
1874,958.52
1875,958.263
1876,958.287
1877,958.03
1878,958.054
1879,957.798
1880,958.38
1881,958.403
1882,958.147
1883,957.892
1884,958.194
1885,958.496
1886,958.241
1887,957.986
1888,957.731
1889,957.476
1890,957.222
1891,956.968
1892,956.715
1893,956.461
1894,956.208
1895,956.233
1896,956.257
1897,956.558
1898,956.858
1899,956.606
1900,956.354
1901,956.102
1902,956.126
1903,955.874
1904,955.899
1905,955.647
1906,955.396
1907,955.696
1908,955.446
1909,955.195
1910,954.945
1911,954.695
1912,955.794
1913,955.818
1914,955.568
1915,955.318
1916,955.616
1917,956.188
1918,956.486
1919,956.236
1920,956.534
1921,956.557
1922,956.581
1923,956.332
1924,956.083
1925,956.107
1926,955.858
1927,955.61
1928,955.362
1929,955.114
1930,954.867
1931,954.62
1932,954.644
1933,954.397
1934,954.151
1935,953.905
1936,953.659
1937,953.684
1938,953.709
1939,953.463
1940,954.029
1941,954.324
1942,954.349
1943,954.374
1944,955.454
1945,955.208
1946,955.232
1947,955.256
1948,955.011
1949,956.088
1950,955.843
1951,956.405
1952,956.159
1953,955.914
1954,955.669
1955,955.424
1956,955.18
1957,955.472
1958,955.496
1959,955.252
1960,956.324
1961,956.079
1962,956.103
1963,956.126
1964,955.882
1965,955.906
1966,955.929
1967,956.998
1968,956.754
1969,956.51
1970,956.267
1971,956.023
1972,956.58
1973,956.337
1974,956.094
1975,956.117
1976,955.875
1977,956.938
1978,956.695
1979,956.718
1980,957.006
1981,957.029
1982,957.317
1983,957.34
1984,957.097
1985,957.12
1986,957.143
1987,956.901
1988,956.66
1989,956.683
1990,957.739
1991,957.497
1992,957.256
1993,957.806
1994,957.828
1995,957.587
1996,957.609
1997,957.632
1998,957.391
1999,957.676
2000,957.436
2001,958.487
2002,958.246
2003,958.005
2004,958.552
2005,958.311
2006,958.595
2007,959.141
2008,960.189
2009,959.948
2010,959.707
2011,959.728
2012,959.488
2013,959.77
2014,959.53
2015,959.29
2016,959.311
2017,959.072
2018,958.833
2019,959.875
2020,959.896
2021,959.917
2022,959.677
2023,959.438
2024,959.719
2025,959.481
2026,959.242
2027,959.263
2028,959.025
2029,958.787
2030,958.808
2031,958.83
2032,958.592
2033,959.131
2034,958.893
2035,959.173
2036,959.194
2037,959.215
2038,959.236
2039,959.257
2040,959.794
2041,959.815
2042,959.578
2043,959.599
2044,959.877
2045,959.64
2046,959.918
2047,959.938
2048,960.216
2049,960.493
2050,960.256
2051,960.021
2052,961.046
2053,961.322
2054,961.086
2055,961.105
2056,960.87
2057,961.145
2058,961.165
2059,961.44
2060,961.46
2061,961.48
2062,961.244
2063,961.009
2064,961.284
2065,961.049
2066,960.814
2067,961.089
2068,960.854
2069,960.62
2070,960.64
2071,960.66
2072,960.68
2073,960.7
2074,960.466
2075,960.486
2076,960.506
2077,960.273
2078,960.04
2079,959.808
2080,959.828
2081,959.596
2082,959.364
2083,959.384
2084,959.153
2085,959.173
2086,960.181
2087,959.95
2088,960.222
2089,959.99
2090,959.759
2091,959.527
2092,959.296
2093,959.317
2094,960.321
2095,960.843
2096,960.612
2097,960.883
2098,961.886
2099,962.406
2100,962.425
2101,962.193
2102,961.962
2103,962.231
2104,962
2105,961.769
2106,961.538
2107,961.558
2108,961.577
2109,961.347
2110,961.117
2111,960.887
2112,960.657
2113,960.677
2114,960.448
2115,960.219
2116,960.239
2117,960.01
2118,959.782
2119,959.801
2120,960.794
2121,960.565
2122,961.558
2123,961.329
