N,Average
220,3.60909
221,3.60181
222,3.60811
223,3.60987
224,3.60714
225,3.59556
226,3.60619
227,3.59471
228,3.60526
229,3.59825
230,3.59565
231,3.58442
232,3.59483
233,3.60515
234,3.61538
235,3.60851
236,3.60169
237,3.59916
238,3.59664
239,3.60251
240,3.59167
241,3.59336
242,3.59917
243,3.58848
244,3.57787
245,3.57959
246,3.57317
247,3.5668
248,3.55645
249,3.55422
250,3.556
251,3.55777
252,3.55952
253,3.56126
254,3.55512
255,3.55686
256,3.55078
257,3.56031
258,3.56977
259,3.55985
260,3.56538
261,3.55556
262,3.55344
263,3.56274
264,3.57197
265,3.57736
266,3.57519
267,3.57678
268,3.58209
269,3.57249
270,3.57037
271,3.57934
272,3.58456
273,3.58242
274,3.58759
275,3.58182
276,3.57609
277,3.57762
278,3.57914
279,3.57706
280,3.57857
281,3.57295
282,3.57801
283,3.57597
284,3.58451
285,3.58596
286,3.57692
287,3.56794
288,3.56944
289,3.57439
290,3.57586
291,3.57732
292,3.57877
293,3.5802
294,3.58163
295,3.58983
296,3.59459
297,3.59933
298,3.60067
299,3.59532
300,3.6
301,3.59468
302,3.59603
303,3.58746
304,3.58224
305,3.58689
306,3.5817
307,3.57655
308,3.58117
309,3.589
310,3.59032
311,3.59807
312,3.59295
313,3.60064
314,3.59554
315,3.59048
316,3.59494
317,3.59306
318,3.58805
319,3.58307
320,3.57812
321,3.57944
322,3.57453
323,3.58204
324,3.58333
325,3.59077
326,3.58896
327,3.59021
328,3.59756
329,3.59271
330,3.58788
331,3.58308
332,3.57831
333,3.58559
334,3.58084
335,3.58209
336,3.58333
337,3.57864
338,3.5858
339,3.59292
340,3.59412
341,3.59238
342,3.59064
343,3.59184
344,3.59302
345,3.6
346,3.60116
347,3.60231
348,3.6092
349,3.61032
350,3.60286
351,3.59544
352,3.59659
353,3.6034
354,3.60452
355,3.60563
356,3.60955
357,3.61064
358,3.60615
359,3.61003
360,3.61111
361,3.60665
362,3.60497
363,3.60055
364,3.59615
365,3.59726
366,3.59836
367,3.60218
368,3.60326
369,3.60705
370,3.60811
371,3.61456
372,3.61828
373,3.6193
374,3.62032
375,3.624
376,3.61702
377,3.61273
378,3.61376
379,3.61478
380,3.61053
381,3.6168
382,3.60995
383,3.60313
384,3.60417
385,3.6
386,3.60622
387,3.60724
388,3.6134
389,3.60925
390,3.61282
391,3.61381
392,3.60969
393,3.61069
394,3.61675
395,3.62025
396,3.61616
397,3.61209
398,3.61307
399,3.61404
400,3.62
401,3.61596
402,3.6194
403,3.6129
404,3.61634
405,3.61975
406,3.62069
407,3.61425
408,3.61029
409,3.61614
410,3.6122
411,3.61071
412,3.61165
413,3.61743
414,3.61111
415,3.60482
416,3.59856
417,3.59233
418,3.59809
419,3.60143
420,3.6
421,3.5962
422,3.59716
423,3.59811
424,3.59434
425,3.59059
426,3.5892
427,3.58782
428,3.59112
429,3.59674
430,3.60233
431,3.60789
432,3.61343
433,3.61432
434,3.60829
435,3.6069
436,3.60321
437,3.59954
438,3.60502
439,3.60592
440,3.60227
441,3.59637
442,3.59955
443,3.60497
444,3.61036
445,3.61573
446,3.61883
447,3.62416
448,3.62277
449,3.61915
450,3.62
451,3.62084
452,3.61947
453,3.62252
454,3.61894
455,3.62198
456,3.62281
457,3.62801
458,3.62882
459,3.62963
460,3.62391
461,3.62256
462,3.61905
463,3.61771
464,3.61422
465,3.6086
466,3.60515
467,3.61028
468,3.60684
469,3.60981
470,3.61064
471,3.6051
472,3.60593
473,3.60677
474,3.60759
475,3.60421
476,3.60294
477,3.59958
478,3.59623
479,3.59081
480,3.59583
481,3.59252
482,3.59336
483,3.5942
484,3.59091
485,3.59175
486,3.58848
487,3.58522
488,3.57992
489,3.58078
490,3.58163
491,3.58656
492,3.58333
493,3.58012
494,3.57895
495,3.57576
496,3.58065
497,3.58551
498,3.59036
499,3.58517
500,3.586
501,3.58283
502,3.57968
503,3.58052
504,3.58532
505,3.5901
506,3.59091
507,3.58974
508,3.58661
509,3.58546
510,3.5902
511,3.59491
512,3.5957
513,3.59649
514,3.60117
515,3.59806
516,3.59884
517,3.60348
518,3.60425
519,3.59923
520,3.60192
521,3.59885
522,3.60345
523,3.60803
524,3.60496
525,3.6019
526,3.60456
527,3.60531
528,3.60227
529,3.60113
530,3.60377
531,3.60829
532,3.60714
533,3.60788
534,3.61236
535,3.61682
536,3.62127
537,3.62384
538,3.62082
539,3.62338
540,3.61852
541,3.62292
542,3.61808
543,3.61878
544,3.62316
545,3.62202
546,3.61905
547,3.6234
548,3.62409
549,3.62842
550,3.62909
551,3.62976
552,3.63225
553,3.63291
554,3.62816
555,3.62883
556,3.6259
557,3.62657
558,3.62366
559,3.62791
560,3.63214
561,3.62923
562,3.62989
563,3.63055
564,3.63121
565,3.63009
566,3.62721
567,3.62787
568,3.625
569,3.62566
570,3.62105
571,3.61996
572,3.62413
573,3.62653
574,3.63066
575,3.62609
576,3.62847
577,3.62912
578,3.63322
579,3.63385
580,3.63448
581,3.63167
582,3.63574
583,3.63465
584,3.63185
585,3.6359
586,3.63311
587,3.63373
588,3.63435
589,3.63328
590,3.63559
591,3.63621
592,3.63345
593,3.63238
594,3.62963
595,3.62689
596,3.62584
597,3.62479
598,3.62876
599,3.62604
600,3.62833
601,3.63228
602,3.63621
603,3.63516
604,3.63079
605,3.63471
606,3.63861
607,3.63921
608,3.64309
609,3.64039
610,3.6377
611,3.63339
612,3.63562
613,3.63948
614,3.63681
615,3.64065
616,3.64448
617,3.64668
618,3.64887
619,3.6462
620,3.64194
621,3.64412
622,3.64469
623,3.64526
624,3.64423
625,3.6416
626,3.64058
627,3.63796
628,3.63854
629,3.63593
630,3.63175
631,3.62916
632,3.62658
633,3.62717
634,3.62618
635,3.62362
636,3.62579
637,3.62951
638,3.63323
639,3.63693
640,3.63906
641,3.63651
642,3.63707
643,3.64075
644,3.63665
645,3.63411
646,3.63158
647,3.62751
648,3.62346
649,3.61941
650,3.62
651,3.61598
652,3.6135
653,3.61715
654,3.61927
655,3.6229
656,3.62195
657,3.62253
658,3.62006
659,3.6176
660,3.61364
661,3.61725
662,3.61934
663,3.62142
664,3.61747
665,3.61955
666,3.62162
667,3.61919
668,3.62275
669,3.62033
670,3.61642
671,3.6155
672,3.61161
673,3.61516
674,3.61869
675,3.61926
676,3.61982
677,3.62334
678,3.61947
679,3.61856
680,3.61618
681,3.61968
682,3.62317
683,3.62665
684,3.63012
685,3.63066
686,3.63265
687,3.6361
688,3.63808
689,3.6357
690,3.63333
691,3.63097
692,3.63439
693,3.63781
694,3.63689
695,3.63741
696,3.63506
697,3.63845
698,3.64183
699,3.64235
700,3.64571
701,3.64479
702,3.64672
703,3.6458
704,3.64347
705,3.64681
706,3.64731
707,3.64781
708,3.65113
709,3.65021
710,3.6507
711,3.65401
712,3.6559
713,3.65638
714,3.65966
715,3.66294
716,3.66061
717,3.66388
718,3.66295
719,3.6662
720,3.66944
721,3.6699
722,3.66759
723,3.66805
724,3.66436
725,3.66483
726,3.66667
727,3.66713
728,3.66896
729,3.66804
730,3.67123
731,3.67442
732,3.6735
733,3.66985
734,3.67302
735,3.67347
736,3.67663
737,3.67843
738,3.67886
739,3.67659
740,3.67432
741,3.67206
742,3.6752
743,3.67564
744,3.67876
745,3.67919
746,3.67962
747,3.68273
748,3.67914
749,3.6769
750,3.676
751,3.67909
752,3.67819
753,3.68127
754,3.68302
755,3.67947
756,3.67593
757,3.67371
758,3.6715
759,3.66798
760,3.66974
761,3.66754
762,3.66929
763,3.67235
764,3.67539
765,3.67582
766,3.67624
767,3.67536
768,3.67188
769,3.6736
770,3.67273
771,3.67445
772,3.67358
773,3.67658
774,3.67571
775,3.67355
776,3.67397
777,3.6731
778,3.67609
779,3.67394
780,3.67308
781,3.6735
782,3.67136
783,3.66794
784,3.66582
785,3.66752
786,3.66412
787,3.66328
788,3.6599
789,3.66033
790,3.66076
791,3.66119
792,3.65909
793,3.65952
794,3.65995
795,3.66038
796,3.66332
797,3.66248
798,3.66541
799,3.66708
800,3.66875
801,3.66667
802,3.66833
803,3.66625
804,3.66791
805,3.66832
806,3.66625
807,3.66419
808,3.6646
809,3.66502
810,3.6642
811,3.66091
812,3.65887
813,3.66175
814,3.66462
815,3.66626
816,3.66422
817,3.66463
818,3.66381
819,3.66178
820,3.66463
821,3.66748
822,3.67032
823,3.66707
824,3.66505
825,3.66303
826,3.66586
827,3.66747
828,3.66908
829,3.67189
830,3.67108
831,3.67148
832,3.67308
833,3.67227
834,3.66906
835,3.66707
836,3.66986
837,3.67264
838,3.66945
839,3.67223
840,3.67262
841,3.66944
842,3.66746
843,3.67023
844,3.67062
845,3.67101
846,3.66785
847,3.66588
848,3.66745
849,3.6702
850,3.67294
851,3.6698
852,3.67254
853,3.67292
854,3.66979
855,3.67135
856,3.66939
857,3.66978
858,3.66667
859,3.66473
860,3.66512
861,3.66551
862,3.66821
863,3.66976
864,3.66667
865,3.66936
866,3.66859
867,3.66897
868,3.67166
869,3.67204
870,3.67471
871,3.67394
872,3.67087
873,3.67239
874,3.67506
875,3.67771
876,3.6758
877,3.67731
878,3.67654
879,3.67691
880,3.67955
881,3.67764
882,3.6746
883,3.67157
884,3.67421
885,3.67458
886,3.67269
887,3.67193
888,3.67005
889,3.66817
890,3.66629
891,3.66554
892,3.6648
893,3.66629
894,3.66667
895,3.66927
896,3.67188
897,3.67001
898,3.66815
899,3.66741
900,3.66889
901,3.66704
902,3.66851
903,3.66888
904,3.66925
905,3.66961
906,3.66998
907,3.67034
908,3.6696
909,3.66667
910,3.66923
911,3.66959
912,3.66776
913,3.66594
914,3.6663
915,3.66339
916,3.66594
917,3.6663
918,3.66449
919,3.66594
920,3.66304
921,3.66558
922,3.66811
923,3.66522
924,3.66234
925,3.66162
926,3.66307
927,3.66559
928,3.6681
929,3.66523
930,3.66344
931,3.66273
932,3.66094
933,3.65916
934,3.65846
935,3.65775
936,3.65491
937,3.65528
938,3.65565
939,3.65389
940,3.65532
941,3.65675
942,3.65924
943,3.6596
944,3.6589
945,3.65926
946,3.66173
947,3.6642
948,3.66561
949,3.6628
950,3.66
951,3.65825
952,3.66071
953,3.66317
954,3.66247
955,3.66492
956,3.66318
957,3.66353
958,3.66597
959,3.66423
960,3.66562
961,3.66493
962,3.66528
963,3.66771
964,3.66598
965,3.66736
966,3.66977
967,3.67011
968,3.67045
969,3.67286
970,3.67113
971,3.67044
972,3.67181
973,3.6742
974,3.67146
975,3.67179
976,3.67213
977,3.67451
978,3.6728
979,3.67518
980,3.67653
981,3.67584
982,3.67719
983,3.67548
984,3.67785
985,3.67513
986,3.67546
987,3.67781
988,3.67713
989,3.67442
990,3.67374
991,3.67407
992,3.67238
993,3.66969
994,3.67203
995,3.67035
996,3.67068
997,3.67202
998,3.67234
999,3.67267
1000,3.67
