n,average
10216,992.414
10217,992.366
10218,992.317
10218,992.366
10219,992.318
10220,992.27
10221,992.222
10222,992.174
10223,992.126
10224,992.077
10225,992.029
10225,992.078
10226,992.03
10226,992.079
10226,992.128
10227,992.08
10227,992.129
10228,992.081
10229,992.032
10230,991.984
10231,991.936
10231,991.985
10232,991.937
10232,991.986
10233,991.938
10233,991.987
10234,991.939
10234,991.987
10235,991.939
10235,991.988
10236,991.94
10236,991.989
10237,991.941
10238,991.893
10238,991.942
10238,991.991
10238,992.039
10239,991.991
10240,991.943
10241,991.895
10242,991.847
10243,991.799
10243,991.848
10243,991.897
10244,991.849
10245,991.801
10245,991.85
10245,991.898
10246,991.85
10247,991.802
10248,991.754
10248,991.803
10248,991.852
10249,991.804
10250,991.756
10250,991.805
10251,991.757
10251,991.806
10251,991.854
10251,991.903
10252,991.855
10253,991.807
10253,991.856
10253,991.905
10254,991.857
10254,991.906
10255,991.858
10256,991.81
10256,991.858
10257,991.81
10257,991.859
10257,991.908
10257,991.957
10258,991.909
10259,991.861
10259,991.91
10260,991.862
10261,991.814
10262,991.766
10262,991.814
10263,991.767
10263,991.815
10264,991.767
10265,991.719
10266,991.672
10266,991.72
10266,991.769
10266,991.818
10266,991.866
10266,991.915
10266,991.964
10267,991.916
10267,991.965
10267,992.013
10268,991.965
10268,992.014
10269,991.966
10270,991.918
10270,991.967
10270,992.016
10271,991.968
10271,992.016
10271,992.065
10271,992.114
10271,992.162
10272,992.114
10273,992.067
10274,992.019
10274,992.067
10275,992.019
10275,992.068
10276,992.02
10277,991.972
10277,992.021
10277,992.07
10277,992.118
10278,992.07
10278,992.119
10278,992.168
10278,992.216
10278,992.265
10279,992.217
10280,992.169
10281,992.121
10282,992.074
10282,992.122
10282,992.171
10283,992.123
10284,992.075
10285,992.027
10285,992.076
10285,992.124
10286,992.077
10287,992.029
10287,992.077
10288,992.03
10288,992.078
10288,992.127
10289,992.079
10289,992.128
10290,992.08
10291,992.032
10292,991.984
10292,992.033
10292,992.081
10292,992.13
10293,992.082
10293,992.131
10294,992.083
10295,992.035
10295,992.084
10295,992.132
10295,992.181
10296,992.133
10297,992.085
10297,992.134
10297,992.182
10298,992.134
10298,992.183
10298,992.232
10298,992.28
10299,992.232
10299,992.281
10300,992.233
10300,992.282
10301,992.234
10301,992.282
10302,992.235
10302,992.283
10303,992.235
10304,992.188
10305,992.14
10306,992.092
10307,992.044
10307,992.093
10307,992.141
10308,992.094
10308,992.142
10309,992.094
10309,992.143
10309,992.191
10309,992.24
10310,992.192
10311,992.144
10312,992.097
10312,992.145
10313,992.097
10313,992.146
10314,992.098
10315,992.05
10316,992.003
10316,992.051
10317,992.003
10318,991.956
10318,992.004
10319,991.957
10320,991.909
10320,991.957
10321,991.91
10321,991.958
10321,992.007
10322,991.959
10323,991.911
10324,991.864
10324,991.912
10324,991.96
10324,992.009
10324,992.057
10324,992.106
10325,992.058
10325,992.107
10326,992.059
10327,992.011
10327,992.06
10327,992.108
10328,992.06
10329,992.013
10330,991.965
10331,991.918
10331,991.966
10331,992.014
10332,991.967
10332,992.015
10333,991.967
10334,991.92
10334,991.968
10334,992.017
10334,992.065
10335,992.017
10336,991.97
10337,991.922
10337,991.971
10337,992.019
10337,992.067
10338,992.02
10338,992.068
10338,992.116
10339,992.069
10340,992.021
10340,992.07
10341,992.022
10341,992.07
10341,992.119
10341,992.167
10341,992.215
10341,992.264
10341,992.312
10341,992.361
10342,992.313
10342,992.361
10343,992.314
10344,992.266
10345,992.218
10345,992.267
10345,992.315
10345,992.363
10345,992.412
10346,992.364
10347,992.317
10348,992.269
10348,992.317
10349,992.27
10349,992.318
10350,992.271
10351,992.223
10352,992.175
10352,992.224
10352,992.272
10352,992.32
10352,992.369
10352,992.417
10352,992.465
10352,992.514
10353,992.466
10354,992.418
10355,992.371
10356,992.323
10357,992.276
10358,992.228
10358,992.277
10359,992.229
10360,992.181
10360,992.23
10360,992.278
10361,992.23
10361,992.279
10361,992.327
10362,992.279
10362,992.328
10363,992.28
10364,992.233
10365,992.185
10365,992.233
10366,992.186
10367,992.139
10368,992.091
10369,992.044
10369,992.092
10369,992.14
10369,992.188
10369,992.236
10369,992.285
10370,992.237
10371,992.19
10371,992.238
10372,992.191
10373,992.143
10373,992.191
10374,992.144
10375,992.096
10376,992.049
10377,992.002
10377,992.05
10377,992.098
10378,992.05
10378,992.099
10378,992.147
10379,992.099
10379,992.148
10379,992.196
10379,992.244
10380,992.197
10380,992.245
10381,992.197
10382,992.15
10382,992.198
10382,992.246
10382,992.294
10382,992.343
10383,992.295
10384,992.248
10384,992.296
10385,992.248
10385,992.297
10385,992.345
10386,992.297
10386,992.345
10386,992.394
10386,992.442
10386,992.49
10387,992.442
10388,992.395
10388,992.443
10389,992.396
10389,992.444
10390,992.397
10391,992.349
10391,992.397
10392,992.35
10392,992.398
10392,992.446
10393,992.399
10393,992.447
10393,992.495
10394,992.448
10395,992.4
10395,992.448
10395,992.496
10395,992.544
10396,992.497
10397,992.45
10398,992.402
10398,992.45
10399,992.403
10399,992.451
10399,992.499
10399,992.547
10400,992.5
10400,992.548
10400,992.596
10401,992.549
10402,992.501
10402,992.55
10403,992.502
10404,992.455
10404,992.503
10404,992.551
10404,992.599
10404,992.647
10405,992.6
10405,992.648
10406,992.6
10407,992.553
10408,992.506
10409,992.458
10410,992.411
10410,992.459
10411,992.412
10411,992.46
10412,992.413
10412,992.461
10412,992.509
10412,992.557
10412,992.605
10412,992.653
10412,992.701
10413,992.653
10413,992.701
10414,992.654
10414,992.702
10414,992.75
10415,992.703
10416,992.656
10417,992.608
10417,992.656
10418,992.609
10419,992.562
10419,992.61
10420,992.562
10421,992.515
10422,992.468
10422,992.516
10423,992.469
10424,992.421
10425,992.374
10426,992.327
10427,992.28
10428,992.232
10429,992.185
10429,992.233
10430,992.186
10431,992.139
10431,992.187
10431,992.235
10431,992.283
10432,992.235
10432,992.283
10432,992.331
10432,992.379
10433,992.332
10433,992.38
10434,992.333
10434,992.381
10435,992.333
10436,992.286
10436,992.334
10436,992.382
10436,992.43
10437,992.383
10437,992.431
10437,992.479
10437,992.527
10438,992.479
10439,992.432
10440,992.385
10440,992.433
10441,992.386
10442,992.339
10443,992.291
10443,992.339
10444,992.292
10444,992.34
10444,992.388
10444,992.436
10445,992.389
10445,992.437
10446,992.389
10447,992.342
10447,992.39
10447,992.438
10448,992.391
10448,992.439
10449,992.392
10449,992.439
10449,992.487
10449,992.535
10450,992.488
10451,992.441
10451,992.489
10452,992.442
10453,992.395
10454,992.347
10454,992.395
10454,992.443
10454,992.491
10455,992.444
10455,992.492
10456,992.445
10457,992.397
10458,992.35
10459,992.303
10459,992.351
10460,992.304
10460,992.352
10461,992.305
10461,992.353
10461,992.4
10461,992.448
10462,992.401
10462,992.449
10462,992.497
10463,992.45
10464,992.403
10465,992.355
10466,992.308
10466,992.356
10467,992.309
10467,992.357
10468,992.31
10468,992.358
10469,992.311
10470,992.264
10471,992.217
10472,992.17
10473,992.123
10474,992.076
10475,992.029
10475,992.076
10475,992.124
10476,992.077
10477,992.03
10477,992.078
10477,992.126
10477,992.173
10477,992.221
10478,992.174
10479,992.127
10479,992.175
10479,992.223
10480,992.176
10481,992.129
10481,992.176
10481,992.224
10481,992.272
10481,992.319
10482,992.272
10483,992.226
10484,992.179
10484,992.226
10484,992.274
10485,992.227
10486,992.18
10487,992.133
10488,992.086
10488,992.134
10488,992.182
10488,992.229
10488,992.277
10489,992.23
10489,992.278
10489,992.325
10489,992.373
10490,992.326
10491,992.279
10492,992.232
10493,992.185
10494,992.138
10494,992.186
10494,992.234
10494,992.281
10495,992.234
10495,992.282
10496,992.235
10496,992.283
10497,992.236
10497,992.284
10498,992.237
10499,992.19
10500,992.143
10500,992.19
10501,992.144
10501,992.191
10501,992.239
10502,992.192
10503,992.145
10504,992.098
10504,992.146
10505,992.099
10506,992.052
10507,992.005
10508,991.959
10509,991.912
10510,991.865
10510,991.912
10511,991.866
10512,991.819
10512,991.866
10512,991.914
10512,991.962
10513,991.915
10514,991.868
10515,991.821
10516,991.774
10517,991.728
10517,991.775
10517,991.823
10518,991.776
10519,991.729
10519,991.777
10519,991.824
10520,991.778
10520,991.825
10520,991.873
10520,991.92
10520,991.968
10521,991.921
10521,991.968
10521,992.016
10522,991.969
10522,992.017
10523,991.97
10524,991.923
10525,991.876
10526,991.83
10527,991.783
10528,991.736
10529,991.69
10530,991.643
10531,991.596
10531,991.644
10532,991.597
10533,991.55
10533,991.598
10534,991.551
10535,991.505
10536,991.458
10537,991.411
10537,991.459
10537,991.506
10538,991.459
10539,991.413
10539,991.46
10539,991.508
10539,991.555
10540,991.509
10541,991.462
10541,991.509
10542,991.463
10543,991.416
10543,991.464
10543,991.511
10544,991.464
10544,991.512
10544,991.559
10545,991.513
10546,991.466
10547,991.419
10548,991.373
10548,991.42
10548,991.468
10549,991.421
10550,991.374
10551,991.328
10551,991.375
10552,991.329
10553,991.282
10554,991.236
10555,991.189
10555,991.236
10555,991.284
10556,991.237
10557,991.191
10558,991.144
10559,991.098
10559,991.145
10560,991.098
10560,991.146
10560,991.193
10560,991.241
10561,991.194
10562,991.148
10563,991.101
10564,991.055
10565,991.008
10566,990.962
10566,991.009
10566,991.056
10566,991.104
10566,991.151
10566,991.198
10567,991.152
10568,991.105
10568,991.153
10569,991.106
10570,991.06
10571,991.013
10572,990.967
10573,990.92
10574,990.874
10574,990.921
10574,990.968
10574,991.016
10574,991.063
10575,991.017
10575,991.064
10576,991.017
10577,990.971
10577,991.018
10578,990.972
10578,991.019
10579,990.973
10579,991.02
10579,991.067
10580,991.021
10581,990.974
10581,991.022
10581,991.069
10582,991.022
10583,990.976
10583,991.023
10584,990.977
10584,991.024
10584,991.071
10585,991.025
10586,990.979
10586,991.026
10586,991.073
10587,991.027
10588,990.98
10588,991.028
10588,991.075
10589,991.028
10589,991.076
10589,991.123
10590,991.076
10591,991.03
10592,990.984
10593,990.937
10594,990.891
10595,990.845
10595,990.892
10595,990.939
10595,990.986
10596,990.94
10596,990.987
10597,990.941
10598,990.895
10598,990.942
10599,990.895
10599,990.943
10600,990.896
10601,990.85
10602,990.804
10603,990.757
10603,990.804
10603,990.852
10603,990.899
10604,990.853
10605,990.806
10606,990.76
10606,990.807
10606,990.854
10606,990.901
10607,990.855
10608,990.809
10608,990.856
10609,990.81
10610,990.763
10611,990.717
10611,990.764
10611,990.811
10612,990.765
10613,990.719
10613,990.766
10614,990.72
10615,990.674
10615,990.721
10615,990.768
10615,990.815
10615,990.862
10615,990.909
10616,990.863
10616,990.91
10617,990.864
10617,990.911
10617,990.958
10617,991.005
10618,990.959
10619,990.913
10619,990.96
10619,991.007
10619,991.054
10620,991.008
10621,990.961
10622,990.915
10622,990.962
10623,990.916
10623,990.963
10624,990.917
10624,990.964
10624,991.011
10625,990.965
10626,990.919
10627,990.872
10628,990.826
10628,990.873
10628,990.92
10629,990.874
10629,990.921
10629,990.968
10629,991.015
10629,991.062
10629,991.109
10630,991.063
10631,991.017
10631,991.064
10632,991.018
10632,991.065
10633,991.019
10633,991.066
10634,991.019
10635,990.973
10636,990.927
10637,990.881
10637,990.928
10637,990.975
10637,991.022
10638,990.976
10638,991.023
10638,991.07
10638,991.117
10639,991.071
10639,991.118
10640,991.071
10640,991.118
10641,991.072
10642,991.026
10642,991.073
10643,991.027
10643,991.074
10643,991.121
10643,991.168
10643,991.215
10643,991.262
10643,991.309
10644,991.263
10645,991.217
10646,991.17
10646,991.217
10647,991.171
10648,991.125
10649,991.079
10650,991.033
10650,991.08
10650,991.127
10651,991.081
10651,991.128
10651,991.175
10652,991.128
10653,991.082
10654,991.036
10655,990.99
10656,990.944
10657,990.898
10657,990.945
10658,990.899
10658,990.946
10659,990.9
10659,990.947
10660,990.901
10661,990.855
10662,990.808
10662,990.855
10662,990.902
10663,990.856
10664,990.81
10665,990.764
10665,990.811
10665,990.858
10666,990.812
10666,990.859
10667,990.813
10667,990.86
10668,990.814
10669,990.768
10670,990.722
10670,990.769
10671,990.723
10671,990.769
10672,990.723
10673,990.677
10674,990.631
10675,990.585
10676,990.54
10677,990.494
10677,990.54
10677,990.587
10678,990.541
10678,990.588
10678,990.635
10678,990.682
10679,990.636
10680,990.59
10680,990.637
10681,990.591
10682,990.545
10683,990.499
10683,990.546
10684,990.5
10685,990.454
10685,990.501
10686,990.455
10686,990.502
10687,990.456
10687,990.502
10688,990.457
10688,990.503
10689,990.457
10690,990.412
10691,990.366
10691,990.412
10691,990.459
10692,990.413
10692,990.46
10692,990.507
10693,990.461
10693,990.508
10694,990.462
10694,990.509
10694,990.555
10695,990.51
10696,990.464
10697,990.418
10698,990.372
10699,990.326
10699,990.373
10699,990.42
10699,990.466
10699,990.513
10700,990.467
10701,990.421
10702,990.376
10703,990.33
10703,990.377
10704,990.331
10705,990.285
10705,990.332
10706,990.286
10706,990.333
10707,990.287
10707,990.333
10708,990.288
10709,990.242
10709,990.289
10710,990.243
10710,990.289
10711,990.244
10711,990.29
10711,990.337
10711,990.384
10711,990.43
10711,990.477
10711,990.524
10711,990.57
10712,990.525
10712,990.571
10713,990.526
10714,990.48
10714,990.526
10715,990.481
10716,990.435
10716,990.482
10716,990.528
10716,990.575
10716,990.622
10716,990.668
10717,990.622
10718,990.577
10718,990.623
10718,990.67
10719,990.624
10719,990.671
10719,990.717
10719,990.764
10720,990.718
10720,990.765
10721,990.719
10721,990.766
10722,990.72
10723,990.674
10723,990.721
10723,990.768
10724,990.722
10725,990.676
10725,990.723
10726,990.677
10727,990.631
10727,990.678
10727,990.724
10728,990.679
10728,990.725
10728,990.772
10728,990.818
10728,990.865
10728,990.912
10729,990.866
10729,990.912
10729,990.959
10729,991.006
10730,990.96
10731,990.914
10732,990.868
10732,990.915
10732,990.962
10733,990.916
10734,990.87
10734,990.917
10734,990.963
10735,990.918
10736,990.872
10737,990.826
10737,990.873
10737,990.919
10737,990.966
10737,991.012
10738,990.967
10739,990.921
10739,990.968
10739,991.014
10740,990.968
10741,990.923
10742,990.877
10743,990.831
10744,990.786
10745,990.74
10746,990.694
10747,990.649
10748,990.603
10748,990.649
10748,990.696
10749,990.65
10750,990.605
10750,990.651
10751,990.606
10752,990.56
10753,990.514
10754,990.469
10754,990.515
10755,990.47
10756,990.424
10757,990.378
10757,990.425
10758,990.379
10759,990.334
10760,990.288
10761,990.243
10762,990.197
10763,990.151
10764,990.106
10765,990.06
10766,990.015
10767,989.969
10768,989.924
10768,989.97
10769,989.925
10769,989.971
10770,989.926
10771,989.88
10772,989.835
10773,989.789
10774,989.744
10774,989.79
10775,989.745
10776,989.699
10776,989.746
10777,989.7
10778,989.655
10778,989.701
10778,989.748
10779,989.702
10780,989.657
10781,989.611
10781,989.658
10781,989.704
10781,989.75
10782,989.705
10782,989.751
10783,989.706
10783,989.752
10783,989.799
10784,989.753
10784,989.8
10784,989.846
10785,989.801
10786,989.755
10787,989.71
10788,989.664
10788,989.711
10788,989.757
10788,989.803
10788,989.85
10788,989.896
10788,989.943
10789,989.897
10789,989.943
10790,989.898
10790,989.944
10790,989.991
10791,989.945
10791,989.992
10792,989.946
10793,989.901
10794,989.855
10794,989.902
10795,989.856
10796,989.811
10796,989.857
10796,989.904
10797,989.858
10798,989.813
10799,989.768
10800,989.722
10801,989.677
10802,989.632
10803,989.586
10803,989.633
10803,989.679
10804,989.633
10805,989.588
10805,989.634
10806,989.589
10806,989.635
10807,989.59
10808,989.545
10808,989.591
10808,989.637
10809,989.592
10810,989.547
10811,989.501
10811,989.548
10812,989.502
10812,989.549
10812,989.595
10813,989.55
10814,989.504
10815,989.459
10816,989.414
10816,989.46
10817,989.415
10817,989.461
10818,989.416
10818,989.462
10818,989.508
10818,989.554
10818,989.601
10819,989.555
10819,989.602
10820,989.556
10820,989.603
10821,989.557
10822,989.512
10822,989.558
10823,989.513
10823,989.559
10824,989.514
10824,989.56
10824,989.606
10825,989.561
10826,989.516
10827,989.471
10828,989.426
10829,989.38
10830,989.335
10830,989.381
10831,989.336
10831,989.382
10831,989.428
10832,989.383
10832,989.429
10832,989.476
10833,989.43
10834,989.385
10834,989.431
10834,989.478
10835,989.432
10836,989.387
10836,989.433
10837,989.388
10837,989.434
10837,989.48
10838,989.435
10838,989.481
10838,989.528
10839,989.482
10839,989.529
10840,989.483
10841,989.438
10842,989.393
10842,989.439
10842,989.485
10843,989.44
10844,989.395
10844,989.441
10844,989.487
10845,989.442
10845,989.488
10846,989.443
10846,989.489
10846,989.535
10847,989.49
10848,989.445
10848,989.491
10849,989.446
10850,989.401
10851,989.356
10851,989.402
10851,989.448
10852,989.403
10853,989.358
10854,989.313
10855,989.268
10856,989.223
10856,989.269
10857,989.224
10858,989.178
10859,989.133
10859,989.179
10860,989.134
10860,989.18
10860,989.227
10861,989.181
10862,989.136
10862,989.182
10862,989.229
10863,989.183
10863,989.229
10864,989.184
10865,989.139
10866,989.094
10867,989.049
10867,989.095
10868,989.05
10868,989.096
10869,989.051
10870,989.006
10871,988.961
10871,989.007
10872,988.962
10872,989.008
10873,988.963
10873,989.009
10874,988.965
10874,989.01
10874,989.056
10874,989.102
10875,989.057
10876,989.013
10877,988.968
10878,988.923
10879,988.878
10880,988.833
10880,988.879
10880,988.925
10880,988.971
10880,989.017
10881,988.972
10881,989.018
10882,988.973
10882,989.019
10882,989.065
10882,989.11
10882,989.156
10882,989.202
10883,989.157
10884,989.112
10885,989.068
10886,989.023
10887,988.978
10887,989.024
10888,988.979
10889,988.934
10890,988.889
10891,988.844
10891,988.89
10892,988.845
10892,988.891
10892,988.937
10893,988.892
10893,988.938
10893,988.984
10893,989.03
10894,988.985
10894,989.031
10895,988.986
10896,988.941
10897,988.896
10897,988.942
10898,988.897
10898,988.943
10899,988.898
10899,988.944
10900,988.899
10900,988.945
10901,988.9
10902,988.855
10903,988.81
10904,988.766
10904,988.811
10904,988.857
10904,988.903
10904,988.949
10904,988.995
10905,988.95
10905,988.996
10905,989.042
10905,989.088
10906,989.043
10907,988.998
10908,988.953
10908,988.999
10909,988.954
10910,988.909
10910,988.955
10911,988.91
10911,988.956
10912,988.911
10912,988.957
10913,988.912
10914,988.868
10915,988.823
10915,988.869
10916,988.824
10916,988.87
10916,988.915
10916,988.961
10917,988.916
10918,988.872
10919,988.827
10920,988.782
10921,988.737
10921,988.783
10921,988.829
10922,988.784
10922,988.83
10923,988.785
10924,988.74
10925,988.696
10925,988.741
10926,988.697
10926,988.742
10927,988.698
10928,988.653
10928,988.699
10928,988.745
10928,988.79
10928,988.836
10928,988.882
10928,988.928
10929,988.883
10929,988.929
10930,988.884
10930,988.93
10931,988.885
10931,988.931
10932,988.886
10932,988.932
10932,988.977
10932,989.023
10932,989.069
10933,989.024
10933,989.07
10933,989.116
10933,989.161
10933,989.207
10934,989.162
10935,989.118
10936,989.073
10937,989.028
10937,989.074
10937,989.12
10938,989.075
10939,989.03
10939,989.076
10940,989.031
10940,989.077
10940,989.122
10940,989.168
10940,989.214
10941,989.169
10942,989.124
10942,989.17
10942,989.216
10943,989.171
10944,989.126
10945,989.082
10945,989.127
10945,989.173
10946,989.128
10947,989.084
10947,989.129
10947,989.175
10947,989.221
10947,989.266
10948,989.222
10949,989.177
10949,989.223
10949,989.268
10950,989.224
10950,989.269
10950,989.315
10950,989.361
10951,989.316
10952,989.271
10953,989.227
10954,989.182
10955,989.137
10955,989.183
10955,989.229
10956,989.184
10956,989.23
10956,989.275
10956,989.321
10957,989.276
10958,989.232
10959,989.187
10960,989.142
10961,989.098
10961,989.143
10962,989.099
10962,989.144
10962,989.19
10963,989.145
10964,989.101
10964,989.146
10965,989.102
10966,989.057
10966,989.103
10967,989.058
10967,989.104
10968,989.059
10969,989.014
10970,988.97
10971,988.925
10972,988.881
10972,988.926
10973,988.882
10974,988.837
10975,988.793
10976,988.748
10977,988.704
10978,988.659
10979,988.615
10980,988.57
10980,988.616
10981,988.571
10981,988.617
10981,988.662
10981,988.708
10982,988.663
10983,988.619
10984,988.574
10984,988.62
10985,988.575
10986,988.531
10987,988.486
10988,988.442
10989,988.397
10990,988.353
10991,988.309
10992,988.264
10993,988.22
10994,988.175
10994,988.221
10994,988.266
10995,988.222
10995,988.267
10996,988.223
10997,988.179
10998,988.134
10999,988.09
10999,988.135
11000,988.091
11001,988.047
11001,988.092
11001,988.137
11001,988.183
11002,988.139
11002,988.184
11002,988.229
11003,988.185
11004,988.141
11004,988.186
11005,988.142
11005,988.187
11005,988.233
11005,988.278
11005,988.323
11005,988.369
11006,988.325
11007,988.28
11008,988.236
11009,988.191
11010,988.147
11010,988.193
11011,988.148
11011,988.194
11012,988.149
11012,988.195
11012,988.24
11013,988.196
11014,988.151
11014,988.197
11015,988.153
11016,988.108
11017,988.064
11017,988.109
11017,988.155
11018,988.11
11019,988.066
11019,988.111
11020,988.067
11021,988.023
11021,988.068
11021,988.114
11021,988.159
11021,988.204
11022,988.16
11022,988.205
11023,988.161
11023,988.206
11023,988.252
11023,988.297
11024,988.253
11025,988.209
11026,988.164
11026,988.21
11027,988.165
11027,988.211
11028,988.166
11028,988.212
11028,988.257
11028,988.303
11029,988.258
11029,988.304
11030,988.259
11031,988.215
11031,988.26
11031,988.306
11031,988.351
11032,988.307
11033,988.262
11033,988.308
11033,988.353
11034,988.309
11035,988.265
11035,988.31
11036,988.266
11037,988.221
11038,988.177
11039,988.133
11040,988.089
11041,988.045
11042,988
11043,987.956
11044,987.912
11045,987.868
11046,987.824
11047,987.779
11047,987.825
11047,987.87
11047,987.915
11048,987.871
11049,987.827
11049,987.872
11049,987.917
11049,987.963
11050,987.919
11051,987.874
11051,987.92
11051,987.965
11052,987.921
11052,987.966
11052,988.011
11053,987.967
11054,987.923
11055,987.879
11055,987.924
11055,987.969
11056,987.925
11057,987.881
11057,987.926
11057,987.971
11058,987.927
11059,987.883
11059,987.928
11059,987.974
11059,988.019
