n,average
10256,550.333
10257,550.327
10258,550.322
10259,550.316
10260,550.311
10261,550.306
10262,550.3
10263,550.295
10264,550.29
10265,550.284
10266,550.279
10267,550.273
10268,550.268
10269,550.322
10270,550.316
10271,550.311
10272,550.305
10273,550.3
10274,550.295
10275,550.289
10276,550.284
10277,550.278
10278,550.273
10279,550.268
10280,550.321
10281,550.375
10282,550.369
10283,550.364
10284,550.359
10285,550.353
10286,550.348
10287,550.342
10288,550.337
10289,550.332
10290,550.326
10291,550.321
10292,550.315
10293,550.31
10294,550.305
10295,550.299
10296,550.294
10297,550.289
10298,550.283
10299,550.337
10300,550.331
10301,550.326
10302,550.321
10303,550.315
10304,550.31
10305,550.304
10306,550.299
10307,550.294
10308,550.288
10309,550.283
10310,550.336
10311,550.331
10312,550.384
10313,550.379
10314,550.432
10315,550.427
10316,550.48
10317,550.475
10318,550.469
10319,550.464
10320,550.459
10321,550.453
10322,550.448
10323,550.443
10324,550.437
10325,550.432
10326,550.426
10327,550.48
10328,550.474
10329,550.469
10330,550.464
10331,550.458
10332,550.453
10333,550.447
10334,550.442
10335,550.437
10336,550.431
10337,550.426
10338,550.421
10339,550.415
10340,550.41
10341,550.405
10342,550.399
10343,550.394
10344,550.388
10345,550.383
10346,550.378
10347,550.372
10348,550.367
10349,550.362
10350,550.356
10351,550.351
10352,550.346
10353,550.34
10354,550.335
10355,550.33
10356,550.324
10357,550.319
10358,550.313
10359,550.308
10360,550.303
10361,550.297
10362,550.292
10363,550.287
10364,550.281
10365,550.276
10366,550.271
10367,550.265
10368,550.26
10369,550.313
10370,550.308
10371,550.302
10372,550.297
10373,550.292
10374,550.286
10375,550.281
10376,550.276
10377,550.27
10378,550.265
10379,550.26
10380,550.254
10381,550.249
10382,550.244
10383,550.297
10384,550.291
10385,550.286
10386,550.281
10387,550.334
10388,550.328
10389,550.323
10390,550.318
10391,550.312
10392,550.307
10393,550.302
10394,550.355
10395,550.349
10396,550.402
10397,550.397
10398,550.392
10399,550.386
10400,550.381
10401,550.376
10402,550.429
10403,550.423
10404,550.418
10405,550.413
10406,550.407
10407,550.402
10408,550.397
10409,550.391
10410,550.386
10411,550.381
10412,550.375
10413,550.37
10414,550.365
10415,550.359
10416,550.354
10417,550.349
10418,550.343
10419,550.338
10420,550.333
10421,550.327
10422,550.322
10423,550.317
10424,550.311
10425,550.306
10426,550.301
10427,550.296
10428,550.29
10429,550.285
10430,550.28
10431,550.274
10432,550.269
10433,550.264
10434,550.258
10435,550.253
10436,550.248
10437,550.243
10438,550.237
10439,550.232
10440,550.285
10441,550.279
10442,550.274
10443,550.269
10444,550.263
10445,550.258
10446,550.311
10447,550.306
10448,550.3
10449,550.295
10450,550.29
10451,550.284
10452,550.279
10453,550.274
10454,550.268
10455,550.263
10456,550.258
10457,550.253
10458,550.247
10459,550.242
10460,550.237
10461,550.231
10462,550.284
10463,550.279
10464,550.273
10465,550.268
10466,550.263
10467,550.258
10468,550.252
10469,550.247
10470,550.3
10471,550.294
10472,550.289
10473,550.284
10474,550.278
10475,550.273
10476,550.326
10477,550.32
10478,550.315
10479,550.31
10480,550.305
10481,550.299
10482,550.294
10483,550.289
10484,550.341
10485,550.336
10486,550.331
10487,550.325
10488,550.32
10489,550.373
10490,550.367
10491,550.362
10492,550.414
10493,550.409
10494,550.404
10495,550.399
10496,550.451
10497,550.446
10498,550.44
10499,550.435
10500,550.43
10501,550.425
10502,550.419
10503,550.414
10504,550.409
10505,550.403
10506,550.398
10507,550.393
10508,550.388
10509,550.382
10510,550.435
10511,550.429
10512,550.424
10513,550.419
10514,550.414
10515,550.466
10516,550.461
10517,550.455
10518,550.45
10519,550.445
10520,550.44
10521,550.434
10522,550.429
10523,550.424
10524,550.418
10525,550.413
10526,550.408
10527,550.403
10528,550.397
10529,550.392
10530,550.387
10531,550.382
10532,550.376
10533,550.371
10534,550.366
10535,550.36
10536,550.355
10537,550.35
10538,550.402
10539,550.397
10540,550.392
10541,550.386
10542,550.381
10543,550.376
10544,550.371
10545,550.365
10546,550.36
10547,550.355
10548,550.35
10549,550.344
10550,550.339
10551,550.334
10552,550.329
10553,550.323
10554,550.318
10555,550.37
10556,550.365
10557,550.417
10558,550.412
10559,550.407
10560,550.401
10561,550.396
10562,550.391
10563,550.386
10564,550.38
10565,550.375
10566,550.37
10567,550.365
10568,550.359
10569,550.354
10570,550.349
10571,550.344
10572,550.338
10573,550.333
10574,550.328
10575,550.323
10576,550.317
10577,550.312
10578,550.307
10579,550.359
10580,550.354
10581,550.348
10582,550.343
10583,550.338
10584,550.333
10585,550.385
10586,550.38
10587,550.374
10588,550.369
10589,550.364
10590,550.359
10591,550.353
10592,550.348
10593,550.343
10594,550.338
10595,550.332
10596,550.327
10597,550.322
10598,550.317
10599,550.312
10600,550.306
10601,550.301
10602,550.296
10603,550.291
10604,550.285
10605,550.28
10606,550.275
10607,550.27
10608,550.265
10609,550.259
10610,550.311
10611,550.306
10612,550.301
10613,550.353
10614,550.347
10615,550.342
10616,550.394
10617,550.389
10618,550.384
10619,550.378
10620,550.373
10621,550.368
10622,550.363
10623,550.357
10624,550.352
10625,550.347
10626,550.342
10627,550.337
10628,550.331
10629,550.326
10630,550.321
10631,550.316
10632,550.311
10633,550.305
10634,550.3
10635,550.295
10636,550.29
10637,550.285
10638,550.279
10639,550.274
10640,550.269
10641,550.264
10642,550.259
10643,550.253
10644,550.248
10645,550.243
10646,550.238
10647,550.233
10648,550.227
10649,550.222
10650,550.217
10651,550.212
10652,550.207
10653,550.201
10654,550.196
10655,550.191
10656,550.186
10657,550.181
10658,550.176
10659,550.17
10660,550.165
10661,550.16
10662,550.155
10663,550.15
10664,550.144
10665,550.139
10666,550.191
10667,550.186
10668,550.181
10669,550.175
10670,550.227
10671,550.278
10672,550.273
10673,550.268
10674,550.263
10675,550.258
10676,550.253
10677,550.247
10678,550.242
10679,550.237
10680,550.232
10681,550.227
10682,550.221
10683,550.216
10684,550.211
10685,550.206
10686,550.201
10687,550.196
10688,550.19
10689,550.185
10690,550.18
10691,550.175
10692,550.17
10693,550.165
10694,550.159
10695,550.154
10696,550.149
10697,550.144
10698,550.139
10699,550.134
10700,550.129
10701,550.18
10702,550.175
10703,550.17
10704,550.164
10705,550.159
10706,550.154
10707,550.149
10708,550.144
10709,550.139
10710,550.134
10711,550.128
10712,550.123
10713,550.118
10714,550.113
10715,550.108
10716,550.103
10717,550.098
10718,550.092
10719,550.087
10720,550.082
10721,550.133
10722,550.128
10723,550.123
10724,550.118
10725,550.113
10726,550.108
10727,550.103
10728,550.097
10729,550.092
10730,550.144
10731,550.138
10732,550.19
10733,550.185
10734,550.236
10735,550.231
10736,550.226
10737,550.22
10738,550.215
10739,550.21
10740,550.205
10741,550.2
10742,550.195
10743,550.189
10744,550.184
10745,550.179
10746,550.174
10747,550.169
10748,550.164
10749,550.159
10750,550.154
10751,550.148
10752,550.2
10753,550.194
10754,550.246
10755,550.24
10756,550.235
10757,550.23
10758,550.225
10759,550.22
10760,550.215
10761,550.266
10762,550.261
10763,550.256
10764,550.25
10765,550.245
10766,550.24
10767,550.235
10768,550.23
10769,550.225
10770,550.22
10771,550.215
10772,550.266
10773,550.26
10774,550.255
10775,550.25
10776,550.245
10777,550.24
10778,550.235
10779,550.23
10780,550.225
10781,550.219
10782,550.214
10783,550.209
10784,550.204
10785,550.199
10786,550.194
10787,550.189
10788,550.184
10789,550.178
10790,550.173
10791,550.168
10792,550.163
10793,550.158
10794,550.153
10795,550.148
10796,550.143
10797,550.138
10798,550.132
10799,550.127
10800,550.178
10801,550.173
10802,550.168
10803,550.163
10804,550.158
10805,550.153
10806,550.148
10807,550.143
10808,550.193
10809,550.188
10810,550.183
10811,550.178
10812,550.229
10813,550.28
10814,550.275
10815,550.27
10816,550.321
10817,550.315
10818,550.31
10819,550.305
10820,550.3
10821,550.295
10822,550.29
10823,550.285
10824,550.28
10825,550.275
10826,550.269
10827,550.264
10828,550.259
10829,550.254
10830,550.249
10831,550.244
10832,550.239
10833,550.29
10834,550.34
10835,550.335
10836,550.33
10837,550.325
10838,550.32
10839,550.315
10840,550.366
10841,550.36
10842,550.355
10843,550.35
10844,550.345
10845,550.34
10846,550.335
10847,550.33
10848,550.381
10849,550.375
10850,550.37
10851,550.421
10852,550.416
10853,550.467
10854,550.517
10855,550.568
10856,550.563
10857,550.614
10858,550.609
10859,550.603
10860,550.598
10861,550.593
10862,550.588
10863,550.583
10864,550.578
10865,550.573
10866,550.567
10867,550.562
10868,550.557
10869,550.552
10870,550.547
10871,550.542
10872,550.593
10873,550.587
10874,550.582
10875,550.577
10876,550.572
10877,550.567
10878,550.562
10879,550.612
10880,550.607
10881,550.602
10882,550.653
10883,550.648
10884,550.643
10885,550.637
10886,550.632
10887,550.627
10888,550.622
10889,550.617
10890,550.612
10891,550.607
10892,550.602
10893,550.596
10894,550.591
10895,550.586
10896,550.581
10897,550.576
10898,550.571
10899,550.566
10900,550.616
10901,550.611
10902,550.606
10903,550.601
10904,550.596
10905,550.591
10906,550.586
10907,550.581
10908,550.575
10909,550.57
10910,550.565
10911,550.616
10912,550.611
10913,550.605
10914,550.6
10915,550.595
10916,550.59
10917,550.641
10918,550.635
10919,550.63
10920,550.625
10921,550.62
10922,550.615
10923,550.61
10924,550.605
10925,550.6
10926,550.595
10927,550.59
10928,550.584
10929,550.579
10930,550.574
10931,550.569
10932,550.564
10933,550.559
10934,550.554
10935,550.549
10936,550.544
10937,550.539
10938,550.534
10939,550.528
10940,550.523
10941,550.518
10942,550.513
10943,550.508
10944,550.503
10945,550.553
10946,550.548
10947,550.543
10948,550.538
10949,550.533
10950,550.528
10951,550.523
10952,550.518
10953,550.513
10954,550.508
10955,550.503
10956,550.497
10957,550.492
10958,550.487
10959,550.482
10960,550.477
10961,550.527
10962,550.522
10963,550.517
10964,550.512
10965,550.507
10966,550.502
10967,550.497
10968,550.547
10969,550.597
10970,550.592
10971,550.587
10972,550.582
10973,550.577
10974,550.572
10975,550.567
10976,550.562
10977,550.557
10978,550.552
10979,550.547
10980,550.542
10981,550.536
10982,550.531
10983,550.526
10984,550.521
10985,550.516
10986,550.511
10987,550.506
10988,550.501
10989,550.496
10990,550.491
10991,550.486
10992,550.481
10993,550.476
10994,550.471
10995,550.521
10996,550.516
10997,550.511
10998,550.506
10999,550.501
11000,550.495
11001,550.49
11002,550.485
11003,550.48
11004,550.475
11005,550.525
11006,550.52
11007,550.515
11008,550.565
11009,550.615
11010,550.61
11011,550.605
11012,550.6
11013,550.595
11014,550.645
11015,550.695
11016,550.69
11017,550.74
11018,550.735
11019,550.73
11020,550.725
11021,550.72
11022,550.714
11023,550.709
11024,550.704
11025,550.699
11026,550.694
11027,550.689
11028,550.739
11029,550.734
11030,550.729
11031,550.724
11032,550.719
11033,550.714
11034,550.709
11035,550.704
11036,550.699
11037,550.694
11038,550.743
11039,550.738
11040,550.733
11041,550.728
11042,550.723
11043,550.718
11044,550.713
11045,550.708
11046,550.758
11047,550.753
11048,550.748
11049,550.743
11050,550.738
11051,550.733
11052,550.728
11053,550.722
11054,550.717
11055,550.712
11056,550.707
11057,550.757
11058,550.752
11059,550.747
11060,550.742
11061,550.737
11062,550.732
11063,550.727
11064,550.722
11065,550.717
11066,550.712
11067,550.707
11068,550.702
11069,550.751
11070,550.746
11071,550.741
11072,550.791
11073,550.786
11074,550.836
11075,550.831
11076,550.826
11077,550.82
11078,550.815
11079,550.81
11080,550.86
11081,550.855
11082,550.905
11083,550.9
11084,550.895
11085,550.89
11086,550.885
11087,550.879
11088,550.874
11089,550.869
11090,550.864
11091,550.859
11092,550.854
11093,550.849
11094,550.844
11095,550.839
11096,550.834
11097,550.829
11098,550.824
11099,550.819
11100,550.814
11101,550.863
11102,550.858
11103,550.853
11104,550.848
11105,550.843
11106,550.893
11107,550.942
11108,550.937
11109,550.932
11110,550.927
11111,550.922
11112,550.917
11113,550.912
11114,550.907
11115,550.957
11116,551.006
11117,551.001
11118,550.996
11119,550.991
11120,550.986
11121,550.981
11122,550.976
11123,550.971
11124,550.966
11125,550.961
11126,551.01
11127,551.005
11128,551.055
11129,551.05
11130,551.045
11131,551.04
11132,551.035
11133,551.029
11134,551.024
11135,551.019
11136,551.014
11137,551.009
11138,551.004
11139,550.999
11140,550.994
11141,550.989
11142,551.039
11143,551.034
11144,551.028
11145,551.078
11146,551.073
11147,551.068
11148,551.063
11149,551.058
11150,551.107
11151,551.102
11152,551.097
11153,551.092
11154,551.087
11155,551.082
11156,551.077
11157,551.072
11158,551.067
11159,551.062
11160,551.057
11161,551.052
11162,551.047
11163,551.042
11164,551.037
11165,551.031
11166,551.026
11167,551.021
11168,551.016
11169,551.011
11170,551.006
11171,551.001
11172,550.996
11173,551.046
11174,551.041
11175,551.036
11176,551.03
11177,551.025
11178,551.075
11179,551.07
11180,551.065
11181,551.06
11182,551.055
11183,551.05
11184,551.045
11185,551.04
11186,551.034
11187,551.029
11188,551.024
11189,551.019
11190,551.014
11191,551.009
11192,551.004
11193,550.999
11194,550.994
11195,550.989
11196,550.984
11197,550.979
11198,550.974
11199,550.969
11200,550.964
11201,550.959
11202,550.954
11203,550.949
11204,550.944
11205,550.939
11206,550.988
11207,550.983
11208,550.978
11209,550.973
11210,550.968
11211,550.963
11212,550.958
11213,550.953
11214,550.948
11215,550.943
11216,550.938
11217,550.933
11218,550.928
11219,550.977
11220,550.972
11221,550.967
11222,550.962
11223,551.011
11224,551.006
11225,551.001
11226,550.996
11227,550.991
11228,550.986
11229,550.981
11230,550.976
11231,550.971
11232,550.966
11233,550.961
11234,550.956
11235,550.951
11236,550.946
11237,550.941
11238,550.936
11239,550.931
11240,550.926
11241,550.921
11242,550.97
11243,551.019
11244,551.014
11245,551.009
11246,551.004
11247,550.999
11248,550.994
11249,550.989
11250,550.984
11251,550.979
11252,550.974
11253,550.969
11254,550.964
11255,550.959
11256,550.954
11257,551.003
11258,551.052
11259,551.047
11260,551.042
11261,551.037
11262,551.032
11263,551.027
11264,551.022
11265,551.017
11266,551.066
11267,551.061
11268,551.11
11269,551.105
11270,551.1
11271,551.095
11272,551.09
11273,551.139
11274,551.134
11275,551.129
11276,551.124
11277,551.173
11278,551.168
11279,551.163
11280,551.158
11281,551.153
11282,551.148
11283,551.143
11284,551.192
11285,551.187
11286,551.182
11287,551.177
11288,551.172
11289,551.167
11290,551.162
11291,551.157
11292,551.152
11293,551.147
11294,551.142
11295,551.137
11296,551.132
11297,551.127
11298,551.122
11299,551.117
11300,551.112
11301,551.107
11302,551.102
11303,551.097
11304,551.092
11305,551.087
11306,551.082
11307,551.077
11308,551.072
11309,551.067
11310,551.116
11311,551.111
11312,551.106
11313,551.101
11314,551.15
11315,551.145
11316,551.14
11317,551.135
11318,551.13
11319,551.125
11320,551.12
11321,551.168
11322,551.163
11323,551.158
11324,551.154
11325,551.149
11326,551.144
11327,551.139
11328,551.187
11329,551.182
11330,551.177
11331,551.172
11332,551.221
11333,551.216
11334,551.265
11335,551.26
11336,551.255
11337,551.25
11338,551.245
11339,551.24
11340,551.235
11341,551.23
11342,551.225
11343,551.22
11344,551.215
11345,551.21
11346,551.258
11347,551.253
11348,551.248
11349,551.243
11350,551.238
11351,551.233
11352,551.229
11353,551.224
11354,551.219
11355,551.214
11356,551.209
11357,551.204
11358,551.199
11359,551.194
11360,551.189
11361,551.184
11362,551.179
11363,551.174
11364,551.169
11365,551.164
11366,551.159
11367,551.154
11368,551.149
11369,551.144
11370,551.139
11371,551.134
11372,551.129
11373,551.124
11374,551.119
11375,551.114
11376,551.109
11377,551.104
11378,551.099
11379,551.148
11380,551.143
11381,551.138
11382,551.133
11383,551.128
11384,551.123
11385,551.118
11386,551.113
11387,551.108
11388,551.103
11389,551.098
11390,551.093
11391,551.142
11392,551.137
11393,551.132
11394,551.127
11395,551.175
11396,551.17
11397,551.165
11398,551.161
11399,551.156
11400,551.151
11401,551.146
11402,551.141
11403,551.136
11404,551.184
11405,551.179
11406,551.174
11407,551.169
11408,551.164
11409,551.159
11410,551.154
11411,551.15
11412,551.145
11413,551.14
11414,551.135
11415,551.13
11416,551.125
11417,551.12
11418,551.115
11419,551.11
11420,551.105
11421,551.1
11422,551.095
11423,551.09
11424,551.085
11425,551.08
11426,551.076
11427,551.071
11428,551.066
11429,551.061
11430,551.056
11431,551.051
11432,551.046
11433,551.041
11434,551.036
11435,551.031
11436,551.026
11437,551.021
11438,551.016
11439,551.012
11440,551.007
11441,551.002
11442,550.997
11443,550.992
11444,550.987
11445,550.982
11446,550.977
11447,550.972
11448,550.967
11449,550.962
11450,550.958
11451,550.953
11452,550.948
11453,550.943
11454,550.938
11455,550.933
11456,550.928
11457,550.923
11458,550.918
11459,550.913
11460,550.909
11461,550.957
11462,550.952
11463,550.947
11464,550.942
11465,550.937
11466,550.932
11467,550.927
11468,550.922
11469,550.97
11470,550.966
11471,550.961
11472,550.956
11473,550.951
11474,550.946
11475,550.941
11476,550.936
11477,550.931
11478,550.979
11479,550.974
11480,550.969
11481,550.965
11482,550.96
11483,550.955
11484,551.003
11485,551.051
11486,551.046
11487,551.094
11488,551.089
11489,551.084
11490,551.079
11491,551.074
11492,551.069
11493,551.064
11494,551.06
11495,551.055
11496,551.05
11497,551.045
11498,551.04
11499,551.088
11500,551.083
11501,551.078
11502,551.126
11503,551.121
11504,551.169
11505,551.164
11506,551.212
11507,551.207
11508,551.202
11509,551.25
11510,551.245
11511,551.24
11512,551.235
11513,551.23
11514,551.226
11515,551.221
11516,551.216
11517,551.211
11518,551.259
11519,551.254
11520,551.249
11521,551.244
11522,551.239
11523,551.234
11524,551.282
11525,551.277
11526,551.272
11527,551.267
11528,551.262
11529,551.258
11530,551.253
11531,551.248
11532,551.243
11533,551.238
11534,551.233
11535,551.228
11536,551.223
11537,551.218
11538,551.213
11539,551.261
11540,551.256
11541,551.251
11542,551.247
11543,551.242
11544,551.237
11545,551.232
11546,551.227
11547,551.222
11548,551.217
11549,551.212
11550,551.207
11551,551.203
11552,551.198
11553,551.193
11554,551.188
11555,551.183
11556,551.178
11557,551.173
11558,551.168
11559,551.163
11560,551.159
11561,551.154
11562,551.149
11563,551.144
11564,551.139
11565,551.134
11566,551.129
11567,551.124
11568,551.12
11569,551.115
11570,551.11
11571,551.105
11572,551.1
11573,551.095
11574,551.09
11575,551.086
11576,551.081
11577,551.076
11578,551.071
11579,551.066
11580,551.061
11581,551.056
11582,551.051
11583,551.047
11584,551.094
11585,551.089
11586,551.084
11587,551.08
11588,551.075
11589,551.07
11590,551.065
11591,551.06
11592,551.055
11593,551.05
11594,551.046
11595,551.041
11596,551.036
11597,551.031
11598,551.026
11599,551.021
11600,551.017
11601,551.012
11602,551.007
11603,551.002
11604,550.997
11605,550.992
11606,550.987
11607,550.983
11608,550.978
11609,550.973
11610,550.968
11611,550.963
11612,550.958
11613,551.006
11614,551.053
11615,551.048
11616,551.044
11617,551.039
11618,551.034
11619,551.029
11620,551.024
11621,551.019
11622,551.015
11623,551.01
11624,551.005
11625,551
11626,550.995
11627,551.043
11628,551.038
11629,551.033
11630,551.028
11631,551.023
11632,551.018
11633,551.014
11634,551.009
11635,551.004
11636,550.999
11637,550.994
11638,550.989
11639,550.985
11640,550.98
11641,550.975
11642,550.97
11643,550.965
11644,551.013
11645,551.06
11646,551.055
11647,551.05
11648,551.098
11649,551.093
11650,551.088
11651,551.083
11652,551.078
11653,551.126
11654,551.121
11655,551.168
11656,551.163
11657,551.211
11658,551.206
11659,551.201
11660,551.196
11661,551.191
11662,551.238
11663,551.234
11664,551.229
11665,551.224
11666,551.219
11667,551.214
11668,551.209
11669,551.205
11670,551.2
11671,551.195
11672,551.19
11673,551.185
11674,551.18
11675,551.176
11676,551.171
11677,551.166
11678,551.161
11679,551.156
11680,551.151
11681,551.147
11682,551.142
11683,551.137
11684,551.132
11685,551.179
11686,551.174
11687,551.17
11688,551.165
11689,551.16
11690,551.155
11691,551.15
11692,551.145
11693,551.141
11694,551.136
11695,551.131
11696,551.178
11697,551.173
11698,551.168
11699,551.164
11700,551.211
11701,551.206
11702,551.201
11703,551.196
11704,551.191
11705,551.187
11706,551.182
11707,551.177
11708,551.172
11709,551.167
11710,551.163
11711,551.158
11712,551.153
11713,551.148
11714,551.143
11715,551.139
11716,551.134
11717,551.129
11718,551.124
11719,551.119
11720,551.114
11721,551.11
11722,551.105
11723,551.1
11724,551.095
11725,551.09
11726,551.137
11727,551.133
11728,551.128
11729,551.123
11730,551.118
11731,551.113
11732,551.109
11733,551.104
11734,551.099
11735,551.094
11736,551.089
11737,551.085
11738,551.08
11739,551.127
11740,551.122
11741,551.169
11742,551.164
11743,551.159
11744,551.154
11745,551.15
11746,551.145
11747,551.14
11748,551.135
11749,551.131
11750,551.177
11751,551.173
11752,551.168
11753,551.163
11754,551.158
11755,551.153
11756,551.149
11757,551.144
11758,551.139
11759,551.134
11760,551.181
11761,551.176
11762,551.172
11763,551.167
11764,551.162
11765,551.157
11766,551.152
11767,551.148
11768,551.143
11769,551.19
11770,551.185
11771,551.18
11772,551.175
11773,551.17
11774,551.166
11775,551.212
11776,551.208
11777,551.203
11778,551.25
11779,551.245
11780,551.24
11781,551.235
11782,551.23
11783,551.226
11784,551.221
11785,551.216
11786,551.211
11787,551.207
11788,551.202
11789,551.197
11790,551.192
11791,551.239
11792,551.234
11793,551.229
11794,551.225
11795,551.271
11796,551.266
11797,551.313
11798,551.308
11799,551.304
11800,551.299
11801,551.294
11802,551.289
11803,551.284
11804,551.28
11805,551.275
11806,551.27
11807,551.265
11808,551.261
11809,551.256
11810,551.251
11811,551.246
11812,551.241
11813,551.237
11814,551.283
11815,551.278
11816,551.274
11817,551.269
11818,551.264
11819,551.259
11820,551.255
11821,551.301
11822,551.296
11823,551.292
11824,551.287
11825,551.282
11826,551.329
11827,551.324
11828,551.319
11829,551.314
11830,551.31
11831,551.305
11832,551.3
11833,551.295
11834,551.29
11835,551.286
11836,551.281
11837,551.276
11838,551.271
11839,551.267
11840,551.262
11841,551.257
11842,551.252
11843,551.247
11844,551.243
11845,551.238
11846,551.233
11847,551.228
11848,551.224
11849,551.219
11850,551.214
11851,551.209
11852,551.205
11853,551.2
11854,551.195
11855,551.19
11856,551.185
11857,551.181
11858,551.176
11859,551.222
11860,551.218
11861,551.213
11862,551.208
11863,551.203
11864,551.199
11865,551.194
11866,551.189
11867,551.184
11868,551.18
11869,551.175
11870,551.17
11871,551.165
11872,551.161
11873,551.156
11874,551.151
11875,551.146
11876,551.142
11877,551.137
11878,551.132
11879,551.127
11880,551.123
11881,551.118
11882,551.113
11883,551.108
11884,551.104
11885,551.099
11886,551.094
11887,551.089
11888,551.136
11889,551.131
11890,551.126
11891,551.122
11892,551.117
11893,551.112
11894,551.107
11895,551.103
11896,551.098
11897,551.093
11898,551.088
11899,551.084
11900,551.079
11901,551.074
11902,551.07
11903,551.065
11904,551.111
11905,551.106
11906,551.102
11907,551.097
11908,551.092
11909,551.087
11910,551.134
11911,551.129
11912,551.124
11913,551.171
11914,551.166
11915,551.161
11916,551.156
11917,551.152
11918,551.147
11919,551.193
11920,551.188
11921,551.235
11922,551.23
11923,551.225
11924,551.271
11925,551.267
11926,551.262
11927,551.257
11928,551.252
11929,551.248
11930,551.243
11931,551.238
11932,551.233
11933,551.229
11934,551.224
11935,551.219
11936,551.215
11937,551.21
11938,551.205
11939,551.2
11940,551.196
11941,551.191
11942,551.186
11943,551.181
11944,551.177
11945,551.223
11946,551.218
11947,551.213
11948,551.209
11949,551.204
11950,551.199
11951,551.195
11952,551.19
11953,551.185
11954,551.18
11955,551.176
11956,551.171
11957,551.217
11958,551.263
11959,551.258
11960,551.254
11961,551.3
11962,551.295
11963,551.29
11964,551.286
11965,551.281
11966,551.327
11967,551.322
11968,551.317
11969,551.313
11970,551.308
11971,551.354
11972,551.349
11973,551.345
11974,551.34
11975,551.335
11976,551.33
11977,551.326
11978,551.321
11979,551.316
11980,551.312
11981,551.307
11982,551.302
11983,551.348
11984,551.343
11985,551.339
11986,551.334
11987,551.329
11988,551.325
11989,551.32
11990,551.315
11991,551.31
11992,551.306
11993,551.352
11994,551.347
11995,551.393
11996,551.388
11997,551.383
11998,551.429
11999,551.425
